,Class,y_test,y_pred
1214,OLD_MOVE,1.0,1.0
1196,OLD_MOVE,0.0,1.0
512,OLD_MOVE,1.0,1.0
1387,OLD_MOVE,1.0,1.0
511,OLD_MOVE,1.0,1.0
667,OLD_MOVE,1.0,1.0
510,OLD_MOVE,1.0,1.0
1360,OLD_MOVE,0.0,0.0
906,OLD_MOVE,0.0,0.0
336,OLD_MOVE,1.0,1.0
449,OLD_MOVE,1.0,1.0
958,OLD_MOVE,1.0,1.0
534,OLD_MOVE,1.0,1.0
548,OLD_MOVE,1.0,1.0
282,OLD_MOVE,1.0,1.0
557,OLD_MOVE,0.0,0.0
34,OLD_MOVE,1.0,1.0
581,OLD_MOVE,1.0,0.0
51,OLD_MOVE,0.0,0.0
673,OLD_MOVE,1.0,1.0
744,OLD_MOVE,1.0,1.0
1178,OLD_MOVE,1.0,1.0
352,OLD_MOVE,1.0,1.0
1343,OLD_MOVE,1.0,1.0
742,OLD_MOVE,0.0,0.0
1029,OLD_MOVE,1.0,1.0
323,OLD_MOVE,1.0,1.0
1264,OLD_MOVE,1.0,1.0
1141,OLD_MOVE,1.0,1.0
96,OLD_MOVE,1.0,1.0
1340,OLD_MOVE,1.0,0.0
84,OLD_MOVE,0.0,0.0
1023,OLD_MOVE,1.0,1.0
708,OLD_MOVE,1.0,1.0
1183,OLD_MOVE,1.0,0.0
1103,OLD_MOVE,0.0,0.0
1058,OLD_MOVE,1.0,1.0
1508,OLD_MOVE,1.0,0.0
40,OLD_MOVE,1.0,1.0
776,OLD_MOVE,0.0,0.0
1292,OLD_MOVE,0.0,0.0
933,OLD_MOVE,0.0,0.0
1460,OLD_MOVE,1.0,1.0
240,OLD_MOVE,1.0,1.0
819,OLD_MOVE,1.0,1.0
547,OLD_MOVE,1.0,1.0
302,OLD_MOVE,1.0,1.0
930,OLD_MOVE,1.0,1.0
267,OLD_MOVE,1.0,1.0
703,OLD_MOVE,1.0,1.0
962,OLD_MOVE,0.0,0.0
1504,OLD_MOVE,1.0,1.0
643,OLD_MOVE,1.0,0.0
1326,OLD_MOVE,1.0,1.0
1376,OLD_MOVE,1.0,1.0
428,OLD_MOVE,1.0,1.0
453,OLD_MOVE,1.0,1.0
939,OLD_MOVE,1.0,1.0
573,OLD_MOVE,1.0,1.0
310,OLD_MOVE,1.0,1.0
82,OLD_MOVE,1.0,1.0
248,OLD_MOVE,0.0,0.0
493,OLD_MOVE,1.0,1.0
1449,OLD_MOVE,1.0,1.0
397,OLD_MOVE,0.0,0.0
1105,OLD_MOVE,0.0,0.0
794,OLD_MOVE,1.0,1.0
53,OLD_MOVE,1.0,1.0
1392,OLD_MOVE,1.0,1.0
90,OLD_MOVE,1.0,1.0
245,OLD_MOVE,0.0,0.0
473,OLD_MOVE,1.0,1.0
868,OLD_MOVE,1.0,1.0
1252,OLD_MOVE,1.0,0.0
1201,OLD_MOVE,0.0,1.0
927,OLD_MOVE,1.0,1.0
655,OLD_MOVE,0.0,0.0
38,OLD_MOVE,1.0,1.0
1017,OLD_MOVE,1.0,1.0
2015,OLD_MOVE,0.0,0.0
659,OLD_MOVE,1.0,1.0
1084,OLD_MOVE,0.0,0.0
808,OLD_MOVE,0.0,0.0
390,OLD_MOVE,1.0,1.0
1271,OLD_MOVE,1.0,1.0
945,OLD_MOVE,1.0,1.0
1191,OLD_MOVE,1.0,1.0
1256,OLD_MOVE,1.0,1.0
1517,OLD_MOVE,1.0,1.0
850,OLD_MOVE,1.0,1.0
1124,OLD_MOVE,1.0,1.0
462,OLD_MOVE,0.0,1.0
980,OLD_MOVE,1.0,1.0
1000,OLD_MOVE,0.0,1.0
1430,OLD_MOVE,1.0,1.0
368,OLD_MOVE,0.0,0.0
1472,OLD_MOVE,1.0,1.0
1394,OLD_MOVE,1.0,1.0
645,OLD_MOVE,1.0,1.0
734,OLD_MOVE,1.0,1.0
1260,OLD_MOVE,1.0,1.0
1522,OLD_MOVE,1.0,1.0
1117,OLD_MOVE,1.0,1.0
1156,OLD_MOVE,0.0,0.0
963,OLD_MOVE,0.0,0.0
1377,OLD_MOVE,1.0,1.0
1433,OLD_MOVE,1.0,0.0
689,OLD_MOVE,0.0,0.0
840,OLD_MOVE,1.0,1.0
1205,OLD_MOVE,1.0,1.0
76,OLD_MOVE,0.0,0.0
1538,OLD_MOVE,1.0,1.0
1411,OLD_MOVE,1.0,1.0
1186,OLD_MOVE,1.0,1.0
27,OLD_MOVE,1.0,1.0
135,OLD_MOVE,1.0,1.0
1383,OLD_MOVE,1.0,1.0
1069,OLD_MOVE,1.0,1.0
746,OLD_MOVE,0.0,0.0
421,OLD_MOVE,1.0,1.0
884,OLD_MOVE,1.0,1.0
1075,OLD_MOVE,1.0,1.0
447,OLD_MOVE,1.0,1.0
1170,OLD_MOVE,1.0,1.0
569,OLD_MOVE,1.0,1.0
832,OLD_MOVE,1.0,1.0
712,OLD_MOVE,1.0,1.0
1110,OLD_MOVE,1.0,1.0
1366,OLD_MOVE,0.0,0.0
1127,OLD_MOVE,1.0,1.0
304,OLD_MOVE,1.0,1.0
1334,OLD_MOVE,1.0,1.0
102,OLD_MOVE,1.0,1.0
1101,OLD_MOVE,0.0,0.0
1367,OLD_MOVE,0.0,0.0
232,OLD_MOVE,1.0,1.0
1021,OLD_MOVE,1.0,1.0
140,OLD_MOVE,1.0,1.0
1335,OLD_MOVE,1.0,1.0
803,OLD_MOVE,0.0,1.0
1209,OLD_MOVE,0.0,0.0
1027,OLD_MOVE,0.0,1.0
1067,OLD_MOVE,0.0,1.0
1211,OLD_MOVE,1.0,1.0
674,OLD_MOVE,1.0,1.0
219,OLD_MOVE,1.0,1.0
1109,OLD_MOVE,0.0,0.0
564,OLD_MOVE,0.0,0.0
1536,OLD_MOVE,1.0,1.0
1086,OLD_MOVE,1.0,1.0
1182,OLD_MOVE,1.0,1.0
1108,OLD_MOVE,1.0,1.0
711,OLD_MOVE,1.0,1.0
1179,OLD_MOVE,0.0,1.0
951,OLD_MOVE,1.0,1.0
942,OLD_MOVE,1.0,1.0
1537,OLD_MOVE,1.0,1.0
1060,OLD_MOVE,1.0,1.0
848,OLD_MOVE,1.0,1.0
505,OLD_MOVE,1.0,1.0
280,OLD_MOVE,1.0,1.0
957,OLD_MOVE,1.0,1.0
521,OLD_MOVE,0.0,0.0
393,OLD_MOVE,0.0,0.0
1130,OLD_MOVE,1.0,1.0
1450,OLD_MOVE,1.0,1.0
863,OLD_MOVE,1.0,1.0
1404,OLD_MOVE,0.0,0.0
331,OLD_MOVE,1.0,1.0
464,OLD_MOVE,1.0,1.0
73,OLD_MOVE,0.0,0.0
830,OLD_MOVE,1.0,1.0
700,OLD_MOVE,1.0,1.0
726,OLD_MOVE,1.0,1.0
1438,OLD_MOVE,1.0,1.0
604,OLD_MOVE,1.0,1.0
296,OLD_MOVE,1.0,1.0
313,OLD_MOVE,1.0,1.0
870,OLD_MOVE,1.0,1.0
109,OLD_MOVE,1.0,1.0
1519,OLD_MOVE,1.0,1.0
158,OLD_MOVE,1.0,1.0
1477,OLD_MOVE,1.0,1.0
384,OLD_MOVE,1.0,1.0
433,OLD_MOVE,0.0,0.0
377,OLD_MOVE,1.0,1.0
996,OLD_MOVE,0.0,1.0
328,OLD_MOVE,1.0,1.0
1534,OLD_MOVE,1.0,1.0
1385,OLD_MOVE,1.0,1.0
937,OLD_MOVE,1.0,1.0
432,OLD_MOVE,0.0,0.0
1165,OLD_MOVE,0.0,0.0
164,OLD_MOVE,1.0,1.0
494,OLD_MOVE,1.0,1.0
785,OLD_MOVE,0.0,0.0
1081,OLD_MOVE,1.0,1.0
1284,OLD_MOVE,0.0,0.0
283,OLD_MOVE,1.0,1.0
143,OLD_MOVE,1.0,1.0
989,OLD_MOVE,1.0,1.0
918,OLD_MOVE,1.0,1.0
1229,OLD_MOVE,1.0,1.0
1435,OLD_MOVE,1.0,1.0
1386,OLD_MOVE,1.0,0.0
218,OLD_MOVE,1.0,1.0
1531,OLD_MOVE,1.0,1.0
1053,OLD_MOVE,1.0,1.0
1505,OLD_MOVE,1.0,0.0
1586,OLD_MOVE,1.0,1.0
1311,OLD_MOVE,1.0,1.0
986,OLD_MOVE,0.0,0.0
1258,OLD_MOVE,1.0,1.0
39,OLD_MOVE,0.0,0.0
270,OLD_MOVE,1.0,1.0
1503,OLD_MOVE,1.0,1.0
966,OLD_MOVE,0.0,0.0
1480,OLD_MOVE,0.0,0.0
387,OLD_MOVE,1.0,1.0
1283,OLD_MOVE,0.0,0.0
236,OLD_MOVE,0.0,0.0
620,OLD_MOVE,1.0,1.0
443,OLD_MOVE,1.0,1.0
694,OLD_MOVE,1.0,1.0
354,OLD_MOVE,1.0,1.0
1202,OLD_MOVE,0.0,0.0
59,OLD_MOVE,1.0,1.0
195,OLD_MOVE,0.0,0.0
391,OLD_MOVE,1.0,0.0
1228,OLD_MOVE,1.0,1.0
506,OLD_MOVE,0.0,0.0
826,OLD_MOVE,1.0,1.0
636,OLD_MOVE,1.0,1.0
1533,OLD_MOVE,1.0,1.0
1122,OLD_MOVE,1.0,1.0
943,OLD_MOVE,1.0,1.0
1306,OLD_MOVE,0.0,0.0
536,OLD_MOVE,1.0,1.0
1102,OLD_MOVE,0.0,0.0
838,OLD_MOVE,1.0,1.0
1241,OLD_MOVE,1.0,1.0
1259,OLD_MOVE,1.0,1.0
1280,OLD_MOVE,0.0,0.0
1290,OLD_MOVE,1.0,0.0
566,OLD_MOVE,0.0,0.0
1038,OLD_MOVE,1.0,1.0
309,OLD_MOVE,1.0,1.0
1044,OLD_MOVE,1.0,1.0
530,OLD_MOVE,1.0,1.0
790,OLD_MOVE,1.0,1.0
900,OLD_MOVE,0.0,1.0
1476,OLD_MOVE,1.0,1.0
621,OLD_MOVE,1.0,1.0
892,OLD_MOVE,0.0,1.0
67,OLD_MOVE,1.0,1.0
515,OLD_MOVE,1.0,1.0
929,OLD_MOVE,1.0,1.0
137,OLD_MOVE,0.0,0.0
1418,OLD_MOVE,1.0,1.0
1116,OLD_MOVE,1.0,1.0
692,OLD_MOVE,1.0,1.0
631,OLD_MOVE,0.0,0.0
701,OLD_MOVE,0.0,0.0
376,OLD_MOVE,1.0,1.0
1307,OLD_MOVE,1.0,0.0
950,OLD_MOVE,1.0,1.0
1351,OLD_MOVE,1.0,1.0
364,OLD_MOVE,0.0,0.0
1491,OLD_MOVE,0.0,0.0
1414,OLD_MOVE,1.0,1.0
162,OLD_MOVE,1.0,1.0
1378,OLD_MOVE,1.0,1.0
1055,OLD_MOVE,1.0,1.0
214,OLD_MOVE,0.0,0.0
503,OLD_MOVE,1.0,1.0
1114,OLD_MOVE,0.0,1.0
496,OLD_MOVE,1.0,1.0
269,OLD_MOVE,0.0,0.0
1484,OLD_MOVE,1.0,0.0
178,OLD_MOVE,0.0,0.0
1139,OLD_MOVE,1.0,1.0
1077,OLD_MOVE,1.0,1.0
440,OLD_MOVE,1.0,1.0
477,OLD_MOVE,1.0,1.0
249,OLD_MOVE,1.0,1.0
1025,OLD_MOVE,1.0,1.0
1061,OLD_MOVE,1.0,1.0
445,OLD_MOVE,1.0,1.0
452,OLD_MOVE,0.0,0.0
14,OLD_MOVE,1.0,0.0
186,OLD_MOVE,1.0,1.0
1199,OLD_MOVE,0.0,1.0
359,OLD_MOVE,0.0,0.0
379,OLD_MOVE,1.0,1.0
1066,OLD_MOVE,1.0,1.0
370,OLD_MOVE,0.0,0.0
737,OLD_MOVE,1.0,1.0
1062,OLD_MOVE,1.0,1.0
616,OLD_MOVE,0.0,0.0
544,OLD_MOVE,1.0,1.0
583,OLD_MOVE,1.0,0.0
412,OLD_MOVE,1.0,1.0
1332,OLD_MOVE,1.0,1.0
568,OLD_MOVE,1.0,1.0
435,OLD_MOVE,1.0,1.0
721,OLD_MOVE,1.0,1.0
171,OLD_MOVE,0.0,0.0
456,OLD_MOVE,1.0,1.0
1096,OLD_MOVE,1.0,1.0
753,OLD_MOVE,0.0,0.0
695,OLD_MOVE,1.0,1.0
1403,OLD_MOVE,0.0,0.0
688,OLD_MOVE,1.0,1.0
200,OLD_MOVE,0.0,0.0
1359,OLD_MOVE,0.0,0.0
1231,OLD_MOVE,1.0,1.0
992,OLD_MOVE,0.0,0.0
750,OLD_MOVE,0.0,0.0
1362,OLD_MOVE,0.0,0.0
498,OLD_MOVE,1.0,1.0
1540,OLD_MOVE,1.0,1.0
605,OLD_MOVE,1.0,1.0
660,OLD_MOVE,1.0,0.0
1059,OLD_MOVE,1.0,1.0
1197,OLD_MOVE,0.0,0.0
623,OLD_MOVE,1.0,1.0
121,OLD_MOVE,1.0,1.0
797,OLD_MOVE,1.0,1.0
459,OLD_MOVE,1.0,1.0
1514,OLD_MOVE,1.0,1.0
622,OLD_MOVE,0.0,0.0
197,OLD_MOVE,1.0,1.0
1427,OLD_MOVE,1.0,1.0
668,OLD_MOVE,1.0,1.0
550,OLD_MOVE,0.0,0.0
979,OLD_MOVE,1.0,0.0
710,OLD_MOVE,1.0,1.0
1297,OLD_MOVE,1.0,0.0
1356,OLD_MOVE,0.0,0.0
844,OLD_MOVE,0.0,0.0
1500,OLD_MOVE,1.0,1.0
752,OLD_MOVE,0.0,0.0
389,OLD_MOVE,1.0,1.0
1494,OLD_MOVE,1.0,0.0
791,OLD_MOVE,1.0,1.0
1295,OLD_MOVE,0.0,0.0
1144,OLD_MOVE,1.0,1.0
1189,OLD_MOVE,0.0,1.0
895,OLD_MOVE,0.0,0.0
434,OLD_MOVE,1.0,1.0
160,OLD_MOVE,1.0,1.0
222,OLD_MOVE,1.0,1.0
365,OLD_MOVE,0.0,0.0
1497,OLD_MOVE,0.0,0.0
1308,OLD_MOVE,1.0,1.0
374,OLD_MOVE,0.0,0.0
508,OLD_MOVE,1.0,1.0
1137,OLD_MOVE,1.0,1.0
881,OLD_MOVE,0.0,0.0
901,OLD_MOVE,0.0,0.0
981,OLD_MOVE,1.0,1.0
301,OLD_MOVE,1.0,1.0
111,OLD_MOVE,1.0,1.0
1530,OLD_MOVE,1.0,1.0
1253,OLD_MOVE,1.0,1.0
577,OLD_MOVE,0.0,0.0
682,OLD_MOVE,1.0,1.0
1444,OLD_MOVE,1.0,1.0
947,OLD_MOVE,1.0,1.0
1078,OLD_MOVE,1.0,1.0
949,OLD_MOVE,1.0,1.0
503,SPEECH,1.0,1.0
734,SPEECH,2.0,2.0
1328,SPEECH,1.0,1.0
1061,SPEECH,2.0,2.0
512,SPEECH,2.0,2.0
1663,SPEECH,2.0,2.0
621,SPEECH,0.0,0.0
972,SPEECH,0.0,0.0
1793,SPEECH,1.0,1.0
776,SPEECH,1.0,1.0
1166,SPEECH,0.0,0.0
911,SPEECH,0.0,1.0
137,SPEECH,0.0,0.0
456,SPEECH,2.0,2.0
831,SPEECH,2.0,2.0
426,SPEECH,1.0,1.0
1502,SPEECH,1.0,1.0
1022,SPEECH,2.0,2.0
90,SPEECH,2.0,2.0
1481,SPEECH,0.0,0.0
405,SPEECH,0.0,1.0
1517,SPEECH,1.0,1.0
433,SPEECH,0.0,0.0
1447,SPEECH,1.0,1.0
352,SPEECH,2.0,2.0
1550,SPEECH,0.0,0.0
892,SPEECH,0.0,1.0
1619,SPEECH,1.0,1.0
1942,SPEECH,2.0,2.0
694,SPEECH,1.0,1.0
999,SPEECH,0.0,0.0
1738,SPEECH,0.0,0.0
1248,SPEECH,2.0,1.0
516,SPEECH,2.0,2.0
317,SPEECH,0.0,0.0
933,SPEECH,0.0,0.0
1372,SPEECH,1.0,1.0
496,SPEECH,1.0,1.0
1139,SPEECH,1.0,1.0
257,SPEECH,2.0,2.0
2030,SPEECH,1.0,0.0
1396,SPEECH,1.0,1.0
1821,SPEECH,0.0,0.0
1924,SPEECH,1.0,0.0
1212,SPEECH,2.0,2.0
846,SPEECH,1.0,0.0
494,SPEECH,1.0,1.0
1546,SPEECH,0.0,0.0
245,SPEECH,1.0,1.0
723,SPEECH,2.0,2.0
1727,SPEECH,2.0,1.0
1127,SPEECH,2.0,2.0
570,SPEECH,0.0,0.0
623,SPEECH,1.0,2.0
1725,SPEECH,1.0,0.0
779,SPEECH,0.0,0.0
448,SPEECH,2.0,2.0
1377,SPEECH,1.0,0.0
424,SPEECH,0.0,0.0
725,SPEECH,1.0,2.0
2006,SPEECH,0.0,0.0
1810,SPEECH,1.0,1.0
713,SPEECH,0.0,0.0
1480,SPEECH,1.0,0.0
938,SPEECH,2.0,2.0
1422,SPEECH,0.0,0.0
1316,SPEECH,1.0,1.0
1634,SPEECH,1.0,1.0
950,SPEECH,2.0,2.0
1378,SPEECH,1.0,1.0
515,SPEECH,1.0,1.0
84,SPEECH,2.0,2.0
937,SPEECH,2.0,2.0
447,SPEECH,2.0,2.0
140,SPEECH,1.0,1.0
34,SPEECH,1.0,1.0
620,SPEECH,2.0,2.0
873,SPEECH,2.0,2.0
2048,SPEECH,2.0,2.0
1310,SPEECH,1.0,2.0
695,SPEECH,1.0,1.0
707,SPEECH,1.0,1.0
966,SPEECH,0.0,0.0
1900,SPEECH,0.0,1.0
564,SPEECH,1.0,0.0
658,SPEECH,1.0,1.0
583,SPEECH,1.0,1.0
465,SPEECH,1.0,1.0
1435,SPEECH,1.0,1.0
1740,SPEECH,1.0,1.0
906,SPEECH,0.0,0.0
1544,SPEECH,1.0,0.0
742,SPEECH,0.0,0.0
2058,SPEECH,1.0,1.0
1430,SPEECH,2.0,2.0
1935,SPEECH,1.0,2.0
1867,SPEECH,0.0,1.0
1758,SPEECH,1.0,2.0
2004,SPEECH,0.0,0.0
649,SPEECH,0.0,0.0
940,SPEECH,2.0,2.0
872,SPEECH,1.0,1.0
1028,SPEECH,0.0,0.0
1929,SPEECH,0.0,0.0
325,SPEECH,1.0,1.0
1533,SPEECH,1.0,1.0
1529,SPEECH,2.0,1.0
717,SPEECH,2.0,2.0
1222,SPEECH,2.0,2.0
761,SPEECH,1.0,1.0
1399,SPEECH,2.0,2.0
1165,SPEECH,0.0,0.0
1259,SPEECH,2.0,1.0
1946,SPEECH,2.0,1.0
1799,SPEECH,2.0,2.0
1364,SPEECH,0.0,0.0
323,SPEECH,1.0,1.0
236,SPEECH,1.0,0.0
1311,SPEECH,2.0,2.0
686,SPEECH,1.0,1.0
533,SPEECH,1.0,1.0
795,SPEECH,1.0,1.0
171,SPEECH,1.0,1.0
150,SPEECH,1.0,1.0
1583,SPEECH,0.0,0.0
379,SPEECH,1.0,1.0
1994,SPEECH,0.0,0.0
2009,SPEECH,1.0,1.0
296,SPEECH,2.0,2.0
1450,SPEECH,1.0,1.0
1176,SPEECH,0.0,0.0
1326,SPEECH,1.0,1.0
1629,SPEECH,1.0,0.0
388,SPEECH,1.0,1.0
2061,SPEECH,1.0,1.0
881,SPEECH,1.0,1.0
1493,SPEECH,0.0,0.0
557,SPEECH,1.0,1.0
1362,SPEECH,1.0,1.0
1418,SPEECH,2.0,2.0
1085,SPEECH,0.0,1.0
1542,SPEECH,1.0,0.0
750,SPEECH,0.0,0.0
696,SPEECH,1.0,0.0
1194,SPEECH,0.0,0.0
294,SPEECH,2.0,2.0
1238,SPEECH,2.0,2.0
497,SPEECH,1.0,1.0
341,SPEECH,1.0,1.0
1714,SPEECH,1.0,1.0
1839,SPEECH,0.0,0.0
272,SPEECH,0.0,0.0
27,SPEECH,2.0,1.0
611,SPEECH,1.0,1.0
82,SPEECH,1.0,1.0
1695,SPEECH,0.0,0.0
1027,SPEECH,2.0,2.0
302,SPEECH,1.0,1.0
836,SPEECH,2.0,2.0
775,SPEECH,1.0,1.0
1836,SPEECH,0.0,1.0
1721,SPEECH,0.0,0.0
605,SPEECH,1.0,1.0
900,SPEECH,1.0,2.0
664,SPEECH,2.0,2.0
2010,SPEECH,0.0,0.0
1419,SPEECH,2.0,2.0
1116,SPEECH,2.0,2.0
1219,SPEECH,1.0,1.0
1519,SPEECH,1.0,1.0
1897,SPEECH,0.0,0.0
1193,SPEECH,0.0,0.0
645,SPEECH,2.0,1.0
1808,SPEECH,1.0,1.0
145,SPEECH,1.0,1.0
668,SPEECH,1.0,1.0
887,SPEECH,1.0,1.0
1539,SPEECH,2.0,2.0
703,SPEECH,2.0,1.0
1471,SPEECH,1.0,1.0
1067,SPEECH,1.0,1.0
1614,SPEECH,2.0,2.0
989,SPEECH,1.0,1.0
498,SPEECH,2.0,2.0
280,SPEECH,2.0,2.0
217,SPEECH,2.0,2.0
857,SPEECH,2.0,2.0
1628,SPEECH,2.0,2.0
2020,SPEECH,0.0,0.0
432,SPEECH,0.0,0.0
304,SPEECH,1.0,1.0
1636,SPEECH,1.0,1.0
871,SPEECH,2.0,2.0
40,SPEECH,1.0,1.0
1008,SPEECH,0.0,1.0
1086,SPEECH,2.0,2.0
1520,SPEECH,1.0,1.0
160,SPEECH,2.0,2.0
1045,SPEECH,2.0,2.0
207,SPEECH,1.0,1.0
1998,SPEECH,1.0,1.0
1284,SPEECH,0.0,0.0
412,SPEECH,1.0,2.0
832,SPEECH,2.0,2.0
61,SPEECH,2.0,2.0
397,SPEECH,1.0,1.0
1811,SPEECH,1.0,2.0
1768,SPEECH,0.0,0.0
1507,SPEECH,1.0,0.0
1667,SPEECH,2.0,2.0
403,SPEECH,1.0,1.0
1819,SPEECH,0.0,1.0
377,SPEECH,1.0,1.0
2002,SPEECH,1.0,1.0
1271,SPEECH,1.0,1.0
522,SPEECH,2.0,2.0
1647,SPEECH,0.0,0.0
1832,SPEECH,1.0,0.0
1580,SPEECH,1.0,1.0
2036,SPEECH,2.0,1.0
443,SPEECH,2.0,2.0
1891,SPEECH,0.0,1.0
98,SPEECH,1.0,0.0
77,SPEECH,1.0,1.0
799,SPEECH,0.0,0.0
1764,SPEECH,2.0,2.0
508,SPEECH,2.0,2.0
313,SPEECH,0.0,1.0
93,SPEECH,1.0,2.0
434,SPEECH,2.0,1.0
1719,SPEECH,0.0,0.0
270,SPEECH,1.0,1.0
89,SPEECH,2.0,2.0
206,SPEECH,1.0,1.0
1856,SPEECH,2.0,2.0
736,SPEECH,2.0,2.0
1128,SPEECH,1.0,1.0
550,SPEECH,0.0,0.0
1760,SPEECH,0.0,0.0
1074,SPEECH,0.0,0.0
1147,SPEECH,1.0,1.0
572,SPEECH,2.0,2.0
1104,SPEECH,0.0,0.0
629,SPEECH,2.0,2.0
481,SPEECH,2.0,2.0
54,SPEECH,1.0,1.0
996,SPEECH,1.0,1.0
685,SPEECH,2.0,2.0
2064,SPEECH,2.0,2.0
1501,SPEECH,0.0,0.0
567,SPEECH,1.0,1.0
282,SPEECH,2.0,2.0
96,SPEECH,1.0,2.0
1988,SPEECH,1.0,1.0
1752,SPEECH,2.0,2.0
124,SPEECH,2.0,2.0
1250,SPEECH,1.0,1.0
477,SPEECH,1.0,1.0
1279,SPEECH,2.0,2.0
970,SPEECH,0.0,1.0
1889,SPEECH,1.0,0.0
38,SPEECH,1.0,1.0
1648,SPEECH,0.0,0.0
1521,SPEECH,0.0,0.0
674,SPEECH,1.0,1.0
853,SPEECH,1.0,1.0
573,SPEECH,0.0,1.0
1971,SPEECH,1.0,1.0
1635,SPEECH,0.0,0.0
1652,SPEECH,2.0,1.0
386,SPEECH,1.0,1.0
1658,SPEECH,1.0,1.0
53,SPEECH,1.0,2.0
1694,SPEECH,0.0,0.0
212,SPEECH,1.0,1.0
1072,SPEECH,2.0,2.0
1062,SPEECH,2.0,2.0
1996,SPEECH,1.0,1.0
654,SPEECH,1.0,1.0
949,SPEECH,1.0,1.0
1904,SPEECH,1.0,1.0
1170,SPEECH,1.0,1.0
680,SPEECH,1.0,1.0
901,SPEECH,1.0,0.0
368,SPEECH,1.0,1.0
1927,SPEECH,2.0,2.0
233,SPEECH,0.0,0.0
1235,SPEECH,1.0,1.0
1910,SPEECH,1.0,0.0
384,SPEECH,1.0,1.0
1843,SPEECH,0.0,0.0
1456,SPEECH,2.0,2.0
1936,SPEECH,0.0,0.0
1710,SPEECH,1.0,1.0
1451,SPEECH,1.0,1.0
1685,SPEECH,2.0,2.0
1999,SPEECH,1.0,1.0
1774,SPEECH,1.0,1.0
1696,SPEECH,1.0,0.0
158,SPEECH,2.0,2.0
387,SPEECH,1.0,1.0
1224,SPEECH,1.0,1.0
1596,SPEECH,1.0,1.0
1053,SPEECH,1.0,1.0
464,SPEECH,1.0,1.0
841,SPEECH,0.0,0.0
951,SPEECH,2.0,2.0
242,SPEECH,0.0,0.0
1883,SPEECH,1.0,1.0
1898,SPEECH,0.0,0.0
1796,SPEECH,2.0,1.0
1820,SPEECH,1.0,1.0
337,SPEECH,1.0,1.0
1817,SPEECH,0.0,1.0
87,SPEECH,2.0,2.0
1504,SPEECH,1.0,0.0
727,SPEECH,2.0,2.0
536,SPEECH,2.0,1.0
1467,SPEECH,0.0,0.0
1498,SPEECH,1.0,1.0
701,SPEECH,0.0,0.0
584,SPEECH,1.0,1.0
1512,SPEECH,1.0,2.0
1516,SPEECH,2.0,2.0
754,SPEECH,1.0,0.0
838,SPEECH,1.0,1.0
1720,SPEECH,1.0,0.0
1617,SPEECH,2.0,1.0
1664,SPEECH,2.0,1.0
1860,SPEECH,2.0,2.0
1633,SPEECH,1.0,1.0
521,SPEECH,0.0,0.0
1964,SPEECH,1.0,1.0
1415,SPEECH,1.0,1.0
699,SPEECH,1.0,1.0
958,SPEECH,1.0,1.0
331,SPEECH,2.0,2.0
1004,SPEECH,0.0,0.0
305,SPEECH,1.0,1.0
1394,SPEECH,0.0,0.0
1734,SPEECH,2.0,2.0
436,SPEECH,1.0,1.0
1173,SPEECH,1.0,1.0
1125,SPEECH,1.0,1.0
1460,SPEECH,1.0,1.0
1509,SPEECH,0.0,0.0
1888,SPEECH,0.0,0.0
1880,SPEECH,0.0,0.0
91,SPEECH,1.0,2.0
548,SPEECH,1.0,0.0
328,SPEECH,2.0,2.0
64,SPEECH,2.0,1.0
973,SPEECH,0.0,0.0
1977,SPEECH,1.0,1.0
1733,SPEECH,0.0,0.0
413,SPEECH,1.0,1.0
1446,SPEECH,1.0,1.0
1535,SPEECH,1.0,1.0
449,SPEECH,2.0,1.0
1108,SPEECH,0.0,1.0
991,SPEECH,1.0,0.0
943,SPEECH,2.0,2.0
1909,SPEECH,1.0,1.0
1991,SPEECH,1.0,1.0
1324,SPEECH,2.0,2.0
1186,SPEECH,2.0,2.0
1016,SPEECH,0.0,0.0
2047,SPEECH,0.0,0.0
1257,SPEECH,2.0,2.0
993,SPEECH,2.0,2.0
240,SPEECH,1.0,2.0
1849,SPEECH,1.0,1.0
1500,SPEECH,1.0,1.0
884,SPEECH,2.0,1.0
1444,SPEECH,2.0,2.0
1201,SPEECH,0.0,0.0
499,SPEECH,1.0,1.0
179,SPEECH,1.0,0.0
1141,SPEECH,1.0,1.0
805,SPEECH,1.0,2.0
1944,SPEECH,2.0,2.0
421,SPEECH,1.0,1.0
678,SPEECH,2.0,2.0
1552,SPEECH,0.0,1.0
1077,SPEECH,2.0,1.0
1068,SPEECH,1.0,1.0
1708,SPEECH,1.0,0.0
342,SPEECH,1.0,1.0
232,SPEECH,0.0,1.0
979,SPEECH,2.0,1.0
310,SPEECH,2.0,2.0
566,SPEECH,0.0,0.0
1770,SPEECH,1.0,1.0
1078,SPEECH,2.0,1.0
1497,SPEECH,0.0,0.0
1941,SPEECH,1.0,0.0
1283,SPEECH,1.0,0.0
1728,SPEECH,0.0,0.0
1134,SPEECH,1.0,1.0
1270,SPEECH,2.0,2.0
1985,SPEECH,1.0,2.0
1540,SPEECH,2.0,2.0
316,SPEECH,2.0,2.0
661,SPEECH,1.0,1.0
1408,SPEECH,2.0,2.0
627,SPEECH,1.0,2.0
569,SPEECH,1.0,1.0
463,SPEECH,0.0,0.0
510,SPEECH,1.0,1.0
1545,SPEECH,1.0,1.0
